Année;Livraison;Date;N° de notice;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d'impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue
1823;12;1823/03/22;1304;202;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire. (Ed. Esneaux, tome XLVIIe.) Correspondance avec les souverains.;Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;Pseudonyme;;;;;;29 1/6;;;;In-8;;;;;;;;;;;;;;;;;;David;Paris;Paris;J. Esneaux;;;;;;;;;;;;;;;;;"""C'est le XXXVI volume dans l'ordre de publication.""";;http://ark.bnf.fr/ark:/12148/cb31602392b
1823;12;1823/03/22;1313;201;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de J. J. Rousseau. (Tome III.) Les Confessions. Tome IIIe;J. J. Rousseau;http://ark.bnf.fr/ark:/12148/cb119228797;;;;;Musset-Pathay;http://ark.bnf.fr/ark:/12148/cb12164733q;25;;400;;In-8;;;;;;;;;;;;;;;;;;Didot aîné;Paris;Paris;E.-A. Lequien;;;;;;;;;;;;;;;;;"""C'est le XXe volume dans l'ordre de publication.
Outre le livre XII des Confessions, il contient un Précis des circonstances de la vie de J. J. Rousseau depuis l'époque où il a terminé ses Confessions jusqu'à sa mort (signé : Musset-Pathay) ; Quatre lettres à M. de Malesherbes ; les Réveries du promeneur solitaire ; Ecrits en forme de circulaires.""";;http://ark.bnf.fr/ark:/12148/cb312571078
1823;12;1823/03/22;1314;201;BELLES-LETTRES;Polygraphes;Français;"Œuvres complètes de Rollin. Nouvelle édition, accompagnée de notes sur les principales époques de l'histoire ancienne et de l'histoire romaine ; par M. F. Guizot. (Tome XII.) Histoire ancienne. Tome VIII";Rollin;http://ark.bnf.fr/ark:/12148/cb12731899m;;;;;M. F. Guizot;http://ark.bnf.fr/ark:/12148/cb12731899m;31;;496;;In-8;;;;;;;;;;;;;;;;;;Didot aîné;Paris;Paris;E. A. Lequien;;;;;;;;;;;;;;;;;"""C'est le XIe volume dans l'ordre de publication.""";;http://ark.bnf.fr/ark:/12148/cb31239138m
1823;12;1823/03/22;1327;174;BELLES-LETTRES;Langues;Français;Grammaire allemande à l'usage des commençans, contenant les principales règles de la langue allemande enseignées d'après une méthole claire et facile, suivie de thèmes allemands et français et de modèles d'écriture, par C. T. Rüffer;C. T. Rüffer;http://ark.bnf.fr/ark:/12148/cb102539869;;;;;;;25 1/4;;404;;In-8;;16 pages lithographiées;16;;4,5;;;;;;;;;;;;;;Basle;Paris;Bossange Frères;;;;;;;;;;;;;;;;;;Le nom de l'imprimeur n'est pas indiqué.;http://ark.bnf.fr/ark:/12148/cb31268754w
1823;13;1823/03/29;1329;202;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire.Tome VIIIe. La Henriade. Avec figures;Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;Pseudonyme;;;;;;27 3/8;;438;;In-8;;figures;;;;;;;;;;;;;;;;Crapelet;Paris;Paris;Antoine-Augustin Renouard;;;;;;;;;;;;;;;;;"""Ce volume forme, avec les deux volumes annoncés sous le n. 765, la vingt et unième et dernière livraison. Comme eux il est délivré gratis aux souscripteurs. Dans l'ordre de publication, c'est le LXIVe de l'édition.
Les deux volumes de tables ,destinés à cette édition, paraîtront dans le cours de l'année 1824, et coûteront, papier fin, 13 fr. 50 c. ; papier vélin, 27 fr. En recevant le volume de la Henriade, on paie, à imputer sur le volume des tables, en papier fin, 7 fr. 50 c. ; en papier vélin, 15 fr.""";;Edition non trouvée sur le catalogue de la BnF (JBM).
1823;13;1823/03/29;1330;201;BELLES-LETTRES;Polygraphes;Français;Œuvres de La Fontaine. Nouvelle édition, revue, mise en ordre et accompagnée de notes. Par C. A. Walckenaer, membre de l'Institut. Tome VI. Œuvres diverses, tome IIe;La Fontaine;http://ark.bnf.fr/ark:/12148/cb11910267w;;Sociétés savantes;;;C. A. Walckenaer, membre de l'Institut;http://ark.bnf.fr/ark:/12148/cb127545121;41;;656;;In-8;;;;;;;;;;;;;;;;;;Didot l'aîné;Paris;Paris;Lefèvre;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb36580508v
1823;13;1823/03/29;1334;185;BELLES-LETTRES;Poétique et Poésie;Français;Œuvres de lord Byron. Quatrième édition. Tomes Ier et VIe;lord Byron;http://ark.bnf.fr/ark:/12148/cb11894686q;;;;;;;56 1/4;;900;2;In-8;;planches;;;;;;;;;;;;;;;;F. Didot;Paris;Paris;Ladvocat;;;;;;;;;;;;;;;;;"""Prix des six vol. 54-0""";;http://ark.bnf.fr/ark:/12148/cb301814774
1823;13;1823/03/29;1335;186;BELLES-LETTRES;Théâtre;Français;Le Théâtre des Grecs par le P. Brumoy. Seconde édition complète, revue, corrigée et augmentée de la traduction d'un choix de fragmens de poëtes grecs, tragiques et comiques. Par M. Raoul-Rochette, membre de l'Institut de France, académie des inscriptions et belles-lettres. Tome XIIIe.;le P. Brumoy;http://ark.bnf.fr/ark:/12148/cb12069382v;;Sociétés savantes;;;M. Raoul-Rochette, membre de l'Institut de France, académie des inscriptions et belles-lettres;http://ark.bnf.fr/ark:/12148/cb12362919k;29 1/2;;472;;In-8;;;;;;;;;;;;;;;;;;C. J. Trouvé;Paris;Paris;Mme veuve Cussac;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb336247511
1823;13;1823/03/29;1336;187;BELLES-LETTRES;Théâtre;Français;Œuvres complètes de Molière, avec les notes de tous les commentateurs. Tome IIe;Molière;http://ark.bnf.fr/ark:/12148/cb11916418p;Pseudonyme;;;;;;32;;512;;In-8;;;;;5,5;;;;;;;;;;;;;F. Didot;Paris;Paris;Lheureux;;;;;;;;;;;;;;;;;"""C'est la première livraison. Le prospectus a été annoncé sous le n. 878. L'édition aura 8 volumes. Prix de chaque volume, 5 fr. 50 c.""";;http://ark.bnf.fr/ark:/12148/cb30958152d
1823;13;1823/03/29;1337;"177;201";BELLES-LETTRES;"Poétique et Poésie;Polygraphes";Français;Œuvres choisies de Piron;Piron;http://ark.bnf.fr/ark:/12148/cb11919915r;;;;;;;15 7/16;;;2;In-18;;;;;;;;;;;;;;;;;;Chaignieau jeune;Paris;Paris;Ménard et Desenne fils;;;;;;;;;;;;;;;;;"""(1821.)""
""Les faux-titres portent : Bibliothèque française. Ces deux volumes, et ceux qui sont annoncés sous les Nos 1338 et 1339, en forment les LXIe et LXIIe livraisons. Les figures qui en font partie ont été annoncées sous le n. 146 des GRAVURES. 
Prix de chaque livraison, pour les souscripteurs, in-18........4-0
In-12.............5-0
Pour les personnes qui n'ont pas souscrit, in-18..........5-0
In-12...............6-0
Les exemplaires en papier vélin se vendent le double.""";;http://ark.bnf.fr/ark:/12148/cb31117172q
1823;13;1823/03/29;1338;"177;201";BELLES-LETTRES;"Poétique et Poésie;Polygraphes";Français;Œuvres choisies de Lefranc de Pompignan;Lefranc de Pompignan;http://ark.bnf.fr/ark:/12148/cb12061916s;;;;;;;16 1/2;;594;2;In-18;;;;;;;;;;;;;;;;;;Demonville;Paris;Paris;Ménard et Desenne fils;;;;;;;;;;;;;;;;;"""(1822.)""
""Les faux-titres portent : Bibliothèque française. Voyez n. 1337.""";;http://ark.bnf.fr/ark:/12148/cb307751444
1823;13;1823/03/29;1339;"177;201";BELLES-LETTRES;"Poétique et Poésie;Polygraphes";Français;Œuvres de Colardeau, de l'Académie française;Colardeau, de l'Académie française;http://ark.bnf.fr/ark:/12148/cb118972285;;Sociétés savantes;;;;;17;;612;2;In-18;;;;;;;;;;;;;;;;;;Chaignieau jeune;Paris;Paris;Ménard et Desenne fils;;;;;;;;;;;;;;;;;"""(1822.)""
""Les faux-titres portent : Bibliothèque française. Voyez n. 1337.""";Edition non trouvée sur le catalogue de la BnF (JBM).;
1823;13;1823/03/29;1340;201;BELLES-LETTRES;Polygraphes;Français;Discours sur l'histoire universelle, par Bossuet, depuis le commencement du monde jusquà l'empire de Charlemagne ;Bossuet;http://ark.bnf.fr/ark:/12148/cb118930724;;;;;;;13 1/8;;840;3;In-32;;1 portrait;1;;7;;;;;;;;;;;;;J. Didot aîné;Paris;Paris;Lefèvre;Paris;Brière;;;;;;;;;;;;;;;"""Un autre titre porte : Collection des classiques français, dirigée par L. S. Auger, de l'Académie française. Le prospectus paraîtra incessamment.""";Edition non trouvée sur le catalogue de la BnF (JBM).;
1823;13;1823/03/29;1341;201;BELLES-LETTRES;Polygraphes;Français;Classiques français, ou Bibliothèque portative de l'amateur, composée des chefs-d'œuvre en prose et en vers des meilleurs auteurs. (Prospectus.);;;Anonyme;;;;;;;;;;In-32;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Guénégaud, n. 27;L. Debure;;;;;;;;;;;;;;;;;"""La collection aura 60 volumes. La première livraison de 3 volumes a été annoncée sous les Nos 1233-35, et en même tems les prix de la souscription, modes de publication et listes des acteurs.""";Document non trouvé dans le catalogue de la BnF (JBM).;
1823;13;1823/03/29;1342;201;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de J. J. Rousseau. (Tome Ier.) La Nouvelle Héloïse, tome Ier;J. J. Rousseau;http://ark.bnf.fr/ark:/12148/cb119228797;;;;;;;24 1/4;;388;;In-8;;;;;;;;;;;;;;;;;;Jacob;Versailles;Paris;J. Esneaux;;;;;;;;;;;;;;;;;"""Voyez n. 682.""";;http://ark.bnf.fr/ark:/12148/cb31257111h
1823;13;1823/03/29;1345;186;BELLES-LETTRES;Théâtre;Français;"Suite du Répertoire du Théâtre-Français, avec un choix des pieces de plusieurs autres théâtres, arrangées et mises en ordre par M. Lepeintre, et précédées de notices sur les auteurs ; le tout terminé par une Table générale. Tomes XXIV, XXVII, XLVIII, XLIX, LXII.";;;Compilation;;;;Lepeintre;http://ark.bnf.fr/ark:/12148/cb14517847b;53 1/4;;;5;In-18;;;;;;;;;;;;;;;;;;Tremblay;Senlis;Paris;Mme veuve Dabo;;;;;;;;;;;;;;;;;"""C'est la XIe livraison.""";;http://ark.bnf.fr/ark:/12148/cb33616249c
1823;13;1823/03/29;1346;190;BELLES-LETTRES;Théâtre;Français;La famille Menzicoff, ou les Arrêts du destin, mélodrame en trois actes à spectacle, de M. Duperche, ballets de M. Maximien, musique de M. Amédée, décorations de MM. Joannis et Défontaines. Représenté pour la première fois à Paris sur le théâtre de l'Ambigu-Comique le 15 mars 1823.;M. Duperche;http://ark.bnf.fr/ark:/12148/cb130141888;;;;;;;4 1/4;;68;;In-8;;;;;1,25;;;;;;;;;;;;;madame Jeunehomme Crémière;Paris;Paris;Pollet;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb303784549
1823;13;1823/03/29;1347;188;BELLES-LETTRES;Théâtre;Français;La Caserne, ou le Changement de garnison, tableau militaire en un acte, mêlé de couplets, par MM. Ledoux et Belle. Représenté sur le théâtre du Vaudeville, le 3 mars 1823;"Ledoux;Belle";"http://ark.bnf.fr/ark:/12148/cb10245150c;http://ark.bnf.fr/ark:/12148/cb148508172";Collectif;;;;;;2 1/2;;40;;In-8;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Mme Huet;Paris;Barba;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30770335h
1823;13;1823/03/29;1348;191;BELLES-LETTRES;Théâtre;Français;Le Dévouement filial, ou Marseille en 1720, mimodrame en un acte, par MM. Henri Simon et Ferdinand, musique de M. Sergent, décors de M. Demay. Représenté au Cirque-Olympique, le 8 mars 1823;"Henri Simon;Ferdinand";"http://ark.bnf.fr/ark:/12148/cb146560487;http://ark.bnf.fr/ark:/12148/cb136046576";"Collectif;Pseudonyme masculin";;;;M. Sergent;M. Sergent;2;;32;;In-8;;;;;0,75;;;;;;;;;;;;;Hocquet;Paris;Paris;Pollet;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30724033x
1823;13;1823/03/29;1349;188;BELLES-LETTRES;Théâtre;Français;Trilby ou le Lutin d'Argail, vaudeville en un acte, par MM. Scribe et Carmouche. Représenté au Gymnase-Dramatique, le 15 mars1825;"Scribe;Carmouche";"http://ark.bnf.fr/ark:/12148/cb11924226g;http://ark.bnf.fr/ark:/12148/cb13092781p";Collectif;;;;;;2;;32;;In-8;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Duvernois;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb31340925p
1823;13;1823/03/29;1350;176;BELLES-LETTRES;Poétique et Poésie;Français;Lucrèce : De la nature des choses. Traduction et notes, par Lagrange;Lucrèce;http://ark.bnf.fr/ark:/12148/cb11913603g;;;Lagrange;http://ark.bnf.fr/ark:/12148/cb120326544;Lagrange;http://ark.bnf.fr/ark:/12148/cb120326544;17 1/2;;630;2;In-18;;2 planches;2;;6;;;;satiné;7;;;;;;;;Plassau;Paris;Paris;Delongchamps;;;;;;;;;;;;;;;;;"""Sans le texte.""";;http://ark.bnf.fr/ark:/12148/cb30844202s
1823;13;1823/03/29;1351;180;BELLES-LETTRES;Poétique et Poésie;Français;Epître au Roi sur la guerre d’Espagne;Madame la comtesse Théodore de Pierreclau;http://ark.bnf.fr/ark:/12148/cb106626326;Nom féminin;Noblesse;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Le Normant;Paris;;;;;;;;;;;;;;;;;;;"""Par madame la comtesse Théodore de Pierreclau.""";;http://ark.bnf.fr/ark:/12148/cb31109359b
1823;13;1823/03/29;1352;183;BELLES-LETTRES;Poétique et Poésie;Français;L’Amour et les Grâces, chansonnier pour la présente année;;;Anonyme;;;;;;6;;216;;In-18;;1 planche gravée;1;;1;;;;;;;;;;;;;Lefebvre;Paris;Paris;Locard et Davi;;;;;;;;;;;;;;;;;;Document non trouvé dans le catalogue de la BnF (JBM).;
1823;13;1823/03/29;1353;199;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Les Loisirs d’un banni, par M. A.-V. Arnault, ancien membre de l'Institut. Pièces recueillies en Belgique, publiées, avec des notes, par M. Auguste Imbert;M. A.-V. Arnault, ancien membre de l'Institut;http://ark.bnf.fr/ark:/12148/cb124648445;;Sociétés savantes;;;M. Auguste Imbert;http://ark.bnf.fr/ark:/12148/cb123608890;47 5/8;;762;2;In-8;;;;;12;;;;;;;;;;;;;Béraud;Paris;Paris, rue Bétizy, n. 16;chez l'éditeur;Paris;marchands de nouveautés;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb300300945
1823;13;1823/03/29;1354;198;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Récréations philologiques, ou Recueil de traductions, de morceaux choisis de prose, et surtout de poésie anglaise, qui n'ont point encore paru, ou n'ont été qu'imparfaitement rendus dans notre langue, précédé de trois discours littéraires.;l'auteur des Variétés philosophiques et littéraires;http://ark.bnf.fr/ark:/12148/cb10543307t;Pseudonyme;Métiers du livre;;;G. L. Bernard;http://ark.bnf.fr/ark:/12148/cb10543307t;11;;264;;In-12;;;;;;;;;;;;;;;;;;Levrault;Strasbourg;;;;;;;;;;;;;;;;;;;"""L'avertissement est signé : G. L. Bernard.""";G. L. Bernard est l'auteur de l'ouvrage, et non seulement celui de l'avertissement. Comme il semble que seul l'avertissement soit signé de son nom, je l'indique comme auteur et comme para-auteur sous ses deux signatures différentes (JBM).;http://ark.bnf.fr/ark:/12148/cb30090635j
1823;13;1823/03/29;1358;201;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Bourdaloue, de la compagnie de Jésus. Nouvelle édition, augmentée de notes critiques et historiques. Troisième volume. Carême.;Bourdaloue, de la compagnie de Jésus;http://ark.bnf.fr/ark:/12148/cb12510937b;;Religion;;;Demonville;Demonville;43;;688;;In-8;;;;;8;;;;;;;;;;;;;Demonville;Paris;Paris;Demonville;Paris;Belin-Mandar;;;;;;;;;;;;;;;"""Les pages I-XL contiennent un Avertissement sur cette nouvelle édition signée Demonville, et autres préliminaires ; objets destinés à être mis en tête du premier volume.""";;http://ark.bnf.fr/ark:/12148/cb301440219
1823;13;1823/03/29;1369;172;BELLES-LETTRES;Langues;Français;Livret de désinences, contenant les déclinaisons, les conjugaisons, et les règles de la syntaxe latine, tirées du rudiment de Lhomond, et mises dans un ordre conforme aux tableaux de la méthode de M. J.-J. Ordinaire, pour l'enseignement des langues. Deuxième édition.;;;Anonyme;;;;;;6 1/4;;150;;In-12;;;;;;;;;;;;;;;;;;Fain;Paris;Paris;Louis Colas;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb31039094g
1823;13;1823/03/29;1370;173;BELLES-LETTRES;Langues;Français;Grammaire pratique adoptée par l'université royale pour l'usage des écoles primaires, avec 4 tableaux gradués, par V. A. Vanier, instituteur, auteur de la Clef des participes, etc.;V. A. Vanier, instituteur, auteur de la Clef des participes, etc;http://ark.bnf.fr/ark:/12148/cb10596191r;;"Enseignement;Métiers du livre";;;;;3;;72;;In-12;;;;;;;;;;;;;;;;;;Eberhart;Paris;Paris, rue des Bons-Enfans, n. 34;Chez l'auteur;;principaux libraires de Paris;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb31537510c
1823;13;1823/03/29;1371;202;BELLES-LETTRES;Epistolaires;Français;Manuel épistolaire, à l'usage de la jeunesse, ou Instructions générales et particulières sur les divers genres de correspondance, suivies d'exemple puisés dans nos meilleurs écrivains. Par L. Philipon de la Madelaine, des académies de Lyon et de Besançon . Neuvième édition, corrigée et augmentée d'une notice sur la vie de l'auteur. Ouvrage adopté pour les lycées;L. Philipon de la Madelaine, des académies de Lyon et de Besançon;http://ark.bnf.fr/ark:/12148/cb125296205;;"Sociétés savantes;Contexte géographique";;;;;15;;360;;In-12;;;;;;;;;;;;;;;;;;Lebel;Paris;Paris;Ferta jeune;;;;;;;;;;;;;;;;;;"Je ne trouve pas cette ""neuvième édition"" dans le catalogue de la BnF (JBM).";
1823;13;1823/03/29;1373;197;BELLES-LETTRES;Mythologie et Fables;Français;Le La Fontaine des enfans, ou Choix de fables de La Fontaine les plus simples et les plus morales, avec des explications à la portée de l'enfance. Orné de 6 gravures. Cinquième édition;La Fontaine;http://ark.bnf.fr/ark:/12148/cb11910267w;;;;;;;5;;180;;In-18;;6 gravures;6;;;;;;;;;;;;;;;Casimir;Paris;Paris;Pierre Blanchard;;;;;;;;;;;;;;;;;"""Le frontispice gravé porte : ""4e édition.""""";Edition non trouvée sur le catalogue de la BnF (JBM).;
1823;13;1823/03/29;1379;193;BELLES-LETTRES;Romans;Français;"Les petits Orphelins du hameau ; par M. Ducray-Duminil. Cinquième édition, revue par l'auteur";M. Ducray-Duminil;http://ark.bnf.fr/ark:/12148/cb11998587x;;;;;;;26 1/2;;954;4;In-18;;;;;;;;;;;;;;;;;;Warin-Thierry;Epernay;Paris;Belin-Leprieur;;;;;;;;;;;;;;;;;"""L'auteur est mort à Ville-d'Avray le 29 octobre 1819 à 58 ans.""";Edition non trouvée sur le catalogue de la BnF (JBM).;
1823;13;1823/03/29;1398;179;BELLES-LETTRES;Poétique et Poésie;Langue régionale;"Lé Répaïch campestré, ou l'Empuisounement dal Barréou de Carcassouno, pouémo coumiqué én quatré cants et én bersés ; séguit d'élégios et dé pouésios dibersos";J. E. Aoutou dé las Matinados;"http://ark.bnf.fr/ark:/12148/cb30310495q;http://ark.bnf.fr/ark:/12148/cb10197700t";;;;;;;5 3/4;;;;;;;;;;;;;;;;;;;;;;Labau;Carcassonne;;;;;;;;;;;;;;;;;;;;Deux auteurs possibles, dont aucun ne correspond à celui indiqué par la BdF (JBM).;http://ark.bnf.fr/ark:/12148/cb30310495q
1823;13;1823/03/29;1399;186;BELLES-LETTRES;Théâtre;Français;"Du Perfectionnement des théâtres sous le beau règne de S. M. Louis XVIII, suivi de quelques mélanges ; par Auguste Hus, filleul de la feue reine de France, épouse de S. M. Louis XVIII";Auguste Hus, filleul de la feue reine de France, épouse de S. M. Louis XVIII;http://ark.bnf.fr/ark:/12148/cb135986257;;Autres;;;;;;;;;In-8;;;;;0,25;;;;;;;;;;;;;Rougeron;Paris;Paris, vis-à-vis le passage du Panorama;libraire;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb36315822n
1823;13;1823/03/29;1437;176;BELLES-LETTRES;Poétique et Poésie;Français;Œuvres complètes d’Horace, traduites en français par Charles Batteux. Edition augmentée d'un commentaire, par N. L. Achaintre. Tome Ier;Horace;http://ark.bnf.fr/ark:/12148/cb11886570b;;;Charles Batteux;http://ark.bnf.fr/ark:/12148/cb118905556;N. L. Achaintre;http://ark.bnf.fr/ark:/12148/cb121694395;31;;496;;In-8;;;;;;;;;;;;;;;;;;J. Didot l'aîné;Paris;Paris;Dalibon;;;;;;;;;;;;;;;;;"""Le texte est en regard de la traduction.""";;http://ark.bnf.fr/ark:/12148/cb30616742x
1823;13;1823/03/29;1439;185;BELLES-LETTRES;Poétique et Poésie;"Italien;Français";In Morte di J. Kemble di gloriosa memoria (sur la mort de J. Kemble de glorieuse mémoire.) ;Biagioli;http://ark.bnf.fr/ark:/12148/cb105203786;;;;;;;;;;;In-4;;;;;;;;;;;;;;;;;;Dondey-Dupré;Paris;;;;;;;;;;;;;;;;;;;"""Sonnet par Biagioli. En regard est une traduction française en prose.""";;http://ark.bnf.fr/ark:/12148/cb30102490x
1823;13;1823/03/29;1441;201;BELLES-LETTRES;Polygraphes;Français;"Œuvres complètes de Fénelon, archevêque de Cambrai ; publiées d'après les manuscrits originaux et les éditions les plus correctes ; avec un grand nombre de pièces inédites. Tomes XIVe et XVe";Fénelon, archevêque de Cambrai;http://ark.bnf.fr/ark:/12148/cb11886277x;;;;;;;77;;1232;2;In-8;;;;;5,5;;;;;;;;;;;;;Lebel;Paris;;;;;;;;;;;;;;;;;;;"""Prix de chaque volume.""
""Ces deux volumes contiennent des mandemens, lettres, instructions pastorales, etc.""";;http://ark.bnf.fr/ark:/12148/cb33991610d
1823;14;1823/04/05;1442;196;BELLES-LETTRES;Romans;Français;L’Abbé, suite du Monastère;sir Walter Scott;http://ark.bnf.fr/ark:/12148/cb11924221r;;Noblesse;;;;;52 1/4;;836;2;In-8;;;;;;;;;;;;;;;;;;Rignoux;Paris;Paris;Ch. Gosselin;;;;;;;;;;;;;;;;;"""(1822.)""
""La couverture imprimée porte : Œuvres complètes de sir Walter Scott. Nouvelle édition, revue et corrigée avec le plus grand soin sur le texte anglais, précédée d'une notice biographique et littéraire sur l'auteur et ses écrits, et ornés d'un portrait de sir Walter Scott, gravé par J. R. West, d'après un buste de Chantrey. 
L'édition aura 30 volumes. Les souscripteurs anciens paieront chaque vol., papier fin 6-0
Papier vélin.......10-0
Les nouveaux acquéreurs paieront chaque volume.......7-0
Papier vélin........12-0
L'intention de l'éditeur est de publier une suite de vignettes en taille-douce, dessinées et gravées par les plus célebres artistes en ce genre dans le format in-8°. On peut se faire inscrire dès à présent sans rien payer d'avance.""";;http://ark.bnf.fr/ark:/12148/cb31339360h
1823;14;1823/04/05;1443;201;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Rollin. Nouvelle édition, accompagnée d'observations et d'éclaircissemens historiques. Par M. Letronne, membre de l'Institut. Tomes XIIIe et XIVe. (Histoire romaine, I et II.);Rollin;http://ark.bnf.fr/ark:/12148/cb12731899m;;Sociétés savantes;;;M. Letronne, membre de l'Institut;http://ark.bnf.fr/ark:/12148/cb12338945z;71 1/4;;1140;2;In-8;;;;;12;;;;;;;;;;;;;F. Didot père et fils;Paris;Paris;Louis Janet;Paris;Bossange père;Paris;Verdière;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb31239136x
1823;14;1823/04/05;1444;"201;185";BELLES-LETTRES;"Polygraphes;Poétique et Poésie";Français;"Roland furieux ; traduit de l'Arioste par le comte de Tressan. Edition revue, corrigée et augmentée de notes, de sommaires et d'une table ; ornée de gravures d'après les dessins de M. Colin. Tome IIIe ";l'Arioste;http://ark.bnf.fr/ark:/12148/cb11889084c;;Noblesse;comte de Tressan;http://ark.bnf.fr/ark:/12148/cb121331932;M. Colin;M. Colin;30 5/8;;490;;In-8;;gravures;;;8;;gravures, figures avant la lettre;;grand papier vélin;18;;gravures, eaux-fortes;;;22;;;F. Didot;Paris;Paris;Nepveu;Paris;Aimé-André;;;;;;;;;;;;;;;"""La couverture imprimée porte : Œuvres du comte de Tressan, précédées d'une notice sur sa vie et ses ouvrages par M. Campenon ; édition revue, corrigée et accompagnée de notes ; ornées de gravures d'après les dessins de M. Colin. Dans l'ordre de publication, c'est le septième volume de cette édition. Prix du volume......8-0
papier vélin......18-0
avec les eaux-fortes.......22-0
Voyez N. 1 et 905.""";;http://ark.bnf.fr/ark:/12148/cb31493532s
