Année;Livraison;Date;N° de notice;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d'impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue
1823;27;1823/07/05;2781;173;BELLES-LETTRES;Langues;Français;Grammaire française par demandes et réponses, rédigée sur les principes de M. Lhomond, pour faciliter aux enfans du premier âge les élémens de leur langue. Deuxième édition;L. Panet, instituteur;;;;;;;;4;;96;;In-12;;;;;;;;;;;;;;;;;;Farochon;Vitry-le-Français;Vitry-le-Français;Farochon;;;;;;;;;;;;;;;;;"""(1822.)""";;
1823;27;1823/07/05;2787;195;BELLES-LETTRES;Romans;Français;Rinaldo Rinaldini, chef de brigands, histoire romantique de notre siècle. Trad. de l'allemand par J.-J. M. Duperche. Troisième édition, revue, corrigée et complétée;;;Anonyme;;J.-J. M. Duperche;;;;46 1/6;;1108;4;In-12;;;;;;;;;;;;;;;;;;Haener;Nancy;Paris;Lecointe et Durey;;;;;;;;;;;;;;;;;;;
1823;27;1823/07/05;2789;178;BELLES-LETTRES;Poétique et Poésie;Français;Les Eaux de Plombières. Poëme, suivi de notes et de poésies fugitives;S. F. F***;;Anonyme;;;;;;5 1/2;;132;;In-12;;;;;;;;;;;;;;;;;;Deckherr;Montbéliard;;;;;;;;;;;;;;;;;;;;;
1823;27;1823/07/05;2790;179;BELLES-LETTRES;Poétique et Poésie;Français;Essais poétiques;Alexandre Lecointe;;;;;;;;20 1/2;;328;;In-8;;;;;;;;;;;;;;;;;;Mme Strauss, née Marchant;Laon;Paris;Lécluse;Laon;Varlet Berleux;Saint-Quentin;Tilloy;Soissons;Fromentin;Reims;Freinau;;;;;;;;;;;
1823;27;1823/07/05;2791;;BELLES-LETTRES;Poétique et Poésie;Français;Oeuvres de J.-J. Rousseau. Nouvelle édition. Tome XII et XIII;J.-J. Rousseau;;;;;;;;22;;792;2;In-18;;;;;;;;;;;;;;;;;;Eberhart;Paris;Paris;Thomine et Fortic;;;;;;;;;;;;;;;;;"""Ces deux volumes forment la septième livraison. Ils contiennent, Rêveries et dialogues, I et II.""";;
1823;27;1823/07/05;2792;179;BELLES-LETTRES;Poétique et Poésie;Français;"La Folie ; essai épique, premier chant.";M. Destravault, ancien magistrat de sûreté;;;Justice;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Constant Chantpie;Paris;;;;;;;;;;;;;;;;;;;;;
1823;27;1823/07/05;2800;;BELLES-LETTRES;Poétique et Poésie;Français;Œuvres de J.-J. Rousseau. Tome VI . La Nouvelle Héloïse . Tome I;J. J. Rousseau;;;;;;;;36 3/8;;582;;In-8;;;;;4;;avec figures;;;4,5;;avec figures de Moreau;;;5;;;Jules Didot aîné;Paris;Paris;E. A. Lequien;;;;;;;;;;;;;;;;;"""Prix : 4-0.
Avec figures (au nombre de 19 pour toute l'édition) : 4-50.
Avec figures de Moreau (au nombre de 60 pour toute l'édition) : 5-0.
Papier fin d'Annonay satiné sans figures  : 5-0 
Avec les figures (au nombre de 60 pour toute l'édition) : 6-0""";;
1823;27;1823/07/05;2803;201;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de J. J. Rousseau, classées dans un nouvel ordre , avec des notes historiques et des éclaircissemens. ( Prospectus.);;;Anonyme;;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Gaultier Laguionie;Paris;Paris;Chasseriau;Paris;Bossange père;;;;;;;;;;;;;;;"""L'édition aura 22 volumes. Il paraîtra un volume par mois, à partir du 1er septembre prochain.
Prix de chaque volume, 5 fr. ; papier vélin, 10 fr.""";;
1823;27;1823/07/05;2806;173;BELLES-LETTRES;Langues;Français;"La grammaire française exacte et méthodique, composée de l'ancienne doctrine avec ses corrections et son complément, déduits comme conséquences naturelles ; plus quelques notions de logique et de rhétorique, qui ont rapport à la Grammaire. Deuxième édition, revue avec l'abbé Sicard, en 1815, et abrégée par réduction à encore plus simple expression";J. F. Mourier, ancien professeur instituteur;;;"Enseignement;Religion";;;abbé Sicard;;5;;120;;In-12;;;;;1;;;;;;;;;;;;;Moronval;Paris;Paris;Moronval;Paris;Videcoq;Paris, rue Descartes, n. 35;chez l'auteur;;;;;;;;;;;;;;;
1823;27;1823/07/05;2807;182;BELLES-LETTRES;Poétique et Poésie;Français;Elégies brésiliennes, suivies de poésies diverses, et d'une Notice sur la traite des noirs;Ed. Corbière, ex- officier de marine;;;Armée et maintien de l'ordre;;;;;1 3/4;;;;In-18;;;;;;;;;;;;;;;;;;Blocquel;Rouen;Paris;Brissot-Thivars;Paris;Plancher;Paris;marchands de nouveautés;Rouen;Béchet;Le Havre;Chapelle;;;;;;;;;;;
1823;27;1823/07/05;2807;182;BELLES-LETTRES;Poétique et Poésie;Français;Elégies brésiliennes, suivies de poésies diverses, et d'une Notice sur la traite des noirs;Ed. Corbière, ex- officier de marine;;;Armée et maintien de l'ordre;;;;;6 3/8;;102;;In-8;;;;;2,5;;;;;;;;;;;;;Gueffier;Paris;Paris;Plancher;Paris;Brissot-Thivars;;;;;;;;;;;;;;;"""C'est une seconde édition. Voy. n. 2807.""";;
1823;27;1823/07/05;2813;176;BELLES-LETTRES;Poétique et Poésie;Français;"Iliade d’Homère. Edition collationnée sur les textes les plus purs ; procédé stéréotype de MM. le marquis de Paroy et Durouchail.";Homère;;;;;;;;19 1/6;;460;;In-12;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;27;1823/07/05;2814;197;BELLES-LETTRES;Mythologie et Fables;Français;Nouveau choix des fables d’Esope, divisé en trois livres, et accompagné d'un Dictionnaire raisonné des mots qui s'y trouvent. Nouvelle édition , d'après le procédé stéréotype de MM. le marquis de Paroy et Durouchail.;Esope;;;;;;E. Lefranc, professeur au collège Sainte-Barbe.;;7 1/3;;176;;In-12;;;;;;;;;;;;;;;;;;Cosson;Paris;Paris;Lesage;;;;;;;;;;;;;;;;;;;
1823;27;1823/07/05;2821;176;BELLES-LETTRES;Poétique et Poésie;Latin;"Gradus ad Parnassum ; ou Dictionnaire poétique, latin français. Nouvelle édition, dans laquelle on a mis à profit les améliorations faites par M. Aynès";;;Anonyme;;;;;;63;;1008;;In-8;;;;;;;;;;;;;;;;;;Carez;Toul;Toul;Carez;;;;;;;;;;;;;;;;;"""(1822.)""";;
1823;27;1823/07/05;2825;195;BELLES-LETTRES;Romans;Anglais;Gulliver’s travels into several remote nations of the World, by Jonathan Swift, D. D., Dean of Saint-Patrick's, Dublin;Jonathan Swift, D. D., Dean of Saint-Patrick's, Dublin;;;"Université;Enseignement;Religion;Contexte géographique";;;;;30;;720;2;In-12;;;;;;;;;;;;;;;;;;Jules Didot l'aîné;Paris;Paris;A. A. Renouard;Paris;Jules Didot l'aîné;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2827;177;BELLES-LETTRES;Poétique et Poésie;Français;Œuvres de Boileau-Despréaux, avec les commentaires, revus, corrigés et augmentés. Tome Ive;Boileau-Despéraux;;;;;;;;11 1/3;;408;;In-18;;;;papier coquille satiné;5;;;;papier vélin sans colle;8;;;;;;;;Fain;Paris;Paris;Th. Desoer;;;;;;;;;;;;;;;;;"""(1821.)""
""Ce volume complète l'édition, il porte le millésime 1821, date de la publication du premier volume.
Il paraîtra incessamment une édition en un seul volume in-8°.""";"La notice abrégée précise : ""revues par Viollet-le-Duc"" (JBM)";
1823;28;1823/07/12;2828;202;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Cervantes traduites de l'espagnol par H. Bouchon Dubournial. (Tome XII.) Periclès et Sigismonde, ou les Pélerins du nord. Tome II;Cervantes;;;;H. Bouchon-Dubournial;;;;25 3/4;;412;;In-8;;2 planches;2;;;;;;;;;;;;;;;Cellot;Paris;Paris;Méquignon-Marvis;;;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2833;195;BELLES-LETTRES;Romans;Français;La Chapelle mistérieuse (sic);Hypolite Magnien;;;;;;;;25 1/2;;612;3;In-12;;;;;7,5;;;;;;;;;;;;;Hocquet;Paris;Paris;marchands de nouveautés;;;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2834;193;BELLES-LETTRES;Romans;Français;Œuvres complètes de Mme Cottin. Tomes III et IX;Mme Cottin;;Femme;;;;;;13;;468;2;In-18;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris;Ladrange;;;;;;;;;;;;;;;;;"""Le tome III est le second d'Amélie Mansfield ; le tome IX contient Elisabeth ou les Exilés de Sibérie et la Prise de Jericho. Ces deux volumes forment la troisième livraison. L'édition aura neuf volumes.""";;
1823;28;1823/07/12;2841;195;BELLES-LETTRES;Romans;Français;L’Héritière corse;Mme la comtesse de Bradi, née de Caylan;;Femme;Noblesse;;;;;17 5/6;;428;2;In-12;;;;;;;;;;;;;;;;;;David;Paris;Paris;Corbet;Paris;Eymery;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2842;195;BELLES-LETTRES;Romans;Français;Philoctète dans l’île de Lemnos;M. P. M. J. de Bazillac;;;;;;;;21 1/6;;508;2;In-12;;;;;5;;;;;;;;;;;;;Setier;Paris;Paris;Setier;Paris;Delaunay;Paris;marchands de nouveautés;;;;;;;;;;;;;;;
1823;28;1823/07/12;2843;188;BELLES-LETTRES;Théâtre;Français;Les Femmes-de-chambre, vaudeville en un acte, par M. Sewrin. Représenté au Vaudeville, le 21 juin 1823.;M. Sewrin;;;;;;;;3;;48;;In-8;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Duvernois;;;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2846;179;BELLES-LETTRES;Poétique et Poésie;Français;Révolution française;M. Barrique, prêtre, ancien professeur;;;"Enseignement;Religion";;;;;3;;48;;In-8;;;;;;;;;;;;;;;;;;Veysset;Clermont;;;;;;;;;;;;;;;;;;;"""En vers.""";;
1823;28;1823/07/12;2847;198;BELLES-LETTRES;Mythologie et Fables;Français;Quelques fables, ou mes Loisirs. Troisième partie. Première livraison.;J.-B. de Feraudy, associé du ci-devant Musée de Paris;;;"Autres;Contexte géographique";;;;;1;;24;;In-12;;;;;;;;;;;;;;;;;;Mme veuve Verdier;Blois;Blois;Aucher-Eloi;;;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2848;178;BELLES-LETTRES;Poétique et Poésie;Français;Le Thé, poëme;Alexandre P.....;;Anonyme homme;;;;;;1;;16;;In-8;;;;;;;;;;;;;;;;;;veuve Cavazza;Bordeaux;;;;;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2879;173;BELLES-LETTRES;Langues;Français;Elémens de la grammaire française. Nouvelle édition, à laquelle on a ajouté les mots où l'h est aspirée;Lhomond, professeur émérite en l'Université de Paris;;;"Enseignement;Université;Contexte géographique";;;;;3 1/2;;84;;In-12;;;;;;;;;;;;;;;;;;Brodard;Coulommiers;Paris;Locard;;;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2880;173;BELLES-LETTRES;Langues;Français;Première étude de la grammaire française. Quinzième édition;M. Chemin-Dupontès;;;;;;;;2 1/2;;60;;In-12;;;;;;;;;;;;;;;;;;dame Bouquot;Troyes;Paris, rue St-Denis, n. 279;chez l'auteur;;;;;;;;;;;;;;;;;"""Le faux-titre porte : Cours d'études élémentaires : Grammaire française.""";;
1823;28;1823/07/12;2882;197;BELLES-LETTRES;Romans;Français;"Contes amusans et instructifs pour former le coeur et l'esprit des jeunes gens ; ornés de gravures. Deuxième édition.";Bazot, membre de l'Athénée des arts, etc.;;;Sociétés savantes;;;;;5;;180;;In-18;;planches (gravures);;;;;;;;;;;;;;;;Brodard;Coulommiers;Paris;Lécrivain;;;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2883;197;BELLES-LETTRES;Romans;Français;Le petit Cabinet des fées, ou Collection des contes merveilleux les plus propres à être mis sous les yeux de la jeunesse. Orné de gravures;;;Compilation;;;;;;38 1/2;;1386;6;In-18;;planches (gravures);;;;;;;;;;;;;;;;Haener;Nancy;Nancy;Eymery;;;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2904;197;BELLES-LETTRES;Mythologie et Fables;Français;"La Mythologie en figures pour l'instruction et l'amusement de la jeunesse, ou Collection de 100 jolis sujets, représentant les dieux et les héros de la fable ; d'après les dessins des grands maîtres ; accompagnée d'un texte historique";;;Anonyme;;;;;;3;;96;;In-16;;planches;;;;;;;;;;;;;;;;Casimir;Paris;Paris;Saintin;;;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2908;174;BELLES-LETTRES;Rhétorique et Eloquence;Français;Méthode pour exercer les jeunes gens à la composition de la langue française, et pour les y préparer graduellement. Ouvrage divisé en deux cahiers, dont l'un destiné à l'élève, et l'autre au maître. Cahier du maître, offrant , etc. ;L. Gaultier;;;;;;;;2 1/4;;54;;In-12;;;;;;;;;;;;;;;;;;Crapelet;Paris;Paris;Ant. Aug. Renouard;;;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2913;192;BELLES-LETTRES;Théâtre;Français;"Caïn, mystère dramatique de lord Byron, traduit en vers français, et réfuté dans une suite de remarques philosophiques et critiques. Précédé d'une lettre à lord Byron, exposant les motifs et le but de cet ouvrage ; par Fabre d'Olivet. (Prospectus.)";;;Anonyme;;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Crapelet;Paris;Paris;Servier;Paris;Bossange père;Paris;Ponthieu;Paris;Rapilly;;;;;;;;;;;"""L'ouvrage sera composé d'un volume in-8°. 
Prix : 5-0.
Papier vélin : 10-0""";;
1823;28;1823/07/12;2919;198;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Les Hermites en prison ; par E. Jouy et A. Jay, pour faire suite aux Observations sur les moeurs et les usages français au commencement du dix-neuvième siècle, par E. Jouy, membre de l'Institut. Quatrième édition, ornée du portrait des auteurs, de 2 gravures et 6 vignettes";"E. Jouy, membre de l'Institut;A. Jay";;Collectif;Sociétés savantes;;;;;23 1/3;;560;2;In-12;;planches : portrait des auteurs, 2 gravures, 6 vignettes;9;;8;;;;;;;;;;;;;Fain;Paris;Paris;Ladvocat;;;;;;;;;;;;;;;;;;9 illustrations au total si on comprend qu'il y a un seul portrait pour les deux auteurs (JBM).;
1823;28;1823/07/12;2922;183;BELLES-LETTRES;Poétique et Poésie;Français;Recueil de chansons, dont le dépôt se trouve chez le sieur Aubert, syndic, rue de la Parcheminerie, n° 7, à Paris;;;Anonyme;;;;;;;;;;In-12;;;;;;;;;;;;;;;;;;Egron;Paris;;;;;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2924;188;BELLES-LETTRES;Théâtre;Français;"Les Amours de village, vaudeville en un acte ; représenté sur le théâtre du Vaudeville, le 11 juin 1823";"M. Francis;M. Achille Dartois";;"Collectif;Pseudonyme homme";;;;;;2;;32;;In-8;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Mme Huet;Paris;Barba;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2925;177;BELLES-LETTRES;Poétique et Poésie;"Français;Latin";"Le Carême impromptu de Gresset, imité en vers latins, par M. le professeur Formage ; imprimé par Ernest Panckoucke, dansl'imprimerie de son père";Gresset;;;Enseignement;M. le professeur Formage;;;;1;;24;;In-12;;;;;;;;;;;;;;;;;;Panckoucke;Paris;;;;;;;;;;;;;;;;;;;"""La traduction en vers latins a 94 vers hexamètres : elle est précédée du texte.""";;
1823;28;1823/07/12;2936;180;BELLES-LETTRES;Poétique et Poésie;Français;Les Trois soldats, conte en vers;Eugène de Pradel, membre de plusieurs Académies;;;Sociétés savantes;;;;;1;;16;;In-8;;;;;1;;;;;;;;;;;;;Mac-Carty;Paris;Paris;Delaunay;Paris;Ladvocat;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2937;189;BELLES-LETTRES;Théâtre;Français;La Pièce nouvelle ou les Assureurs dramatiques, comédie en un acte et en vers, représentée, à Paris, sur le théâtre du Gymnase, le 30 juin 1823;M. Varner;;;;;;;;1 3/4;;28;;In-8;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Mme Huet;Paris;Barba;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2938;186;BELLES-LETTRES;Théâtre;Français;Le Théâtre des Grecs. Par le P. Brumoy. Deuxième édition complète, revue, corrigée et augmentée de la traduction d'un choix de fragmens de poètes grecs, tragiques et comiques. Par M. Raoul-Rochette , membre de l'Institut de France. Tome XIV;;;Compilation;"Sociétés savantes;Religion";M. Raoul-Rochette, membre de l'Institut de France;;le P. Brumoy;;51;;816;;In-8;;;;;;;;;;;;;;;;;;C. J. Trouvé;Paris;Paris;madame veuve Cussac;;;;;;;;;;;;;;;;;;;
1823;28;1823/07/12;2947;177;BELLES-LETTRES;Poétique et Poésie;"Français;Latin";Aux libéraux d'Espagne;Parrique, prêtre et ancien professeur;;;"Focntions religieuses;Enseignement";;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Veysset;Clermont;;;;;;;;;;;;;;;;;;;"""En vers latins , avec une traduction en vers français en regard.""";;
1823;28;1823/07/12;2949;176;BELLES-LETTRES;Poétique et Poésie;"Français;Latin";Œuvres complètes d’Horace, traduites en français par Charles Batteux. Edition augmentée d'un commentaire par N. L. Achaintre. Tome II;Horace;;;;Charles Batteux;;N. L. Achaintre;;29;;464;;In-8;;;;;;;;;;;;;;;;;;J. Didot aîné;Paris;Paris;Dalibon;;;;;;;;;;;;;;;;;"""Le texte est en regard. Il y aura un troisième volume.""";;
1823;28;1823/07/12;2951;185;BELLES-LETTRES;Poétique et Poésie;Allemand;Der Kœnigsfreund, ein Volkslied (L'Ami du Roi, chanson nationale.);;;Anonyme;;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Decker;Colmar;;;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;2959;202;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire. Tomes IV et XXII.;Voltaire;;Pseudonyme;;;;;;56 1/4;;900;2;In-8;;;;;5;;;;;;;;;;;;;Gaultier Laguionie;Paris;Paris;P. Dupont;Paris;Chasseriau;Paris;Bossange père;;;;;;;;;;;;;"""Prix de chaque volume : 5-0.""
""Ces deux volumes forment la sixième livraiison. Le tome IV est le lle du Théâtre ; le tome XXII contient l'Histoire de Charles XII.""";;
1823;29;1823/07/19;2963;189;BELLES-LETTRES;Théâtre;Français;"Les Marchands forains ou le Mouton, vaudeville en un acte; par MM. Rochefort et Ferdinand. Representé sur le théâtre des
Variétés, le 1er juillet 1823";"M. Rochefort;M. Ferdinant";;"Pseudonyme homme;Collectif";;;;;;2 3/4;;44;;In-8;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Barba;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;2964;190;BELLES-LETTRES;Théâtre;Français;M. Bonnefoi ou le Nouveau Menteur, comédie en un acte et en prose, mêlée de vaudevilles. Représentée sur le théâtre de la Porte-Saint-Martin le 8 juillet 1823.;"M. Carmouche;M. Saintine;M. de Rougemont";;Collectif;;;;;;2 1/2;;40;;In-8;;;;;1;;;;;;;;;;;;;Nouzou;Paris;Paris;Quoy;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;2965;190;BELLES-LETTRES;Théâtre;Français;"L’auberge des Adrets, mélodrame en trois actes, à spectacle ; de MM. Benjamin, Saint-Amand et Paulyanthe ; musique de M. Adrien ; ballets de M. Maximien ; décorations de MM. Joannis et Défontaines. Représenté sur le théâtre de l'Ambigu-Comique le 2 juillet 1823";"M. Benjamin;M. Saint-Amand;M. Paulyanthe";;"Collectif;Pseudonyme homme";;;;"M. Adrien;M. Maximien;M. Joannis;M. Défontaines";;2 3/4;;44;;In-8;;;;;0,5;;;;;;;;;;;;;Mme Jeunehomme Crémière;Paris;Paris;Pollet;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;2966;189;BELLES-LETTRES;Théâtre;Français;Le Précepteur dans l’embarras, comédie-vaudeville en un acte. Représentée sur le théâtre du Gymnase le 3 juillet 1823.;"M. Ymbert;M. Varner";;Collectif;;;;;;1 3/4;;28;;In-8;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Mme Huet;Paris;Barba;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;2967;179;BELLES-LETTRES;Poétique et Poésie;Français;Le Vœu national. Invocation au soleil, suivie de son lever;Pierre B*** L***;;Anonyme homme;;;;;;1;;16;;In-8;;;;;;;;;;;;;;;;;;Trouvé;Paris;Paris;Trouvé;Paris;Petit;Paris;Ponthieu;Paris;Delaunay;;;;;;;;;;;"""En vers.""";;
1823;29;1823/07/19;2968;195;BELLES-LETTRES;Romans;Français;Vingt ans de folie;M. Athier;;;;;;;;26 1/3;;632;3;In-12;;;;;7,5;;;;;;;;;;;;;Herhan;Paris;Paris, rue Bourbon, n. 43;;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3001;178;BELLES-LETTRES;Poétique et Poésie;Français;Psaumes de David, mis en vers, revus et approuvés. Nouvelle édition, où la musique est exactement corrigée, et augmentée de prières;;;Anonyme;;;;;;28 3/4;;690;;In-12;;;;;;;;;;;;;;;;;;Guichard;Avignon;Avignon;Guichard;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3010;197;BELLES-LETTRES;Romans;Français;Nouveaux contes moraux;Marmontel, de l'Académie français;;;Sociétés savantes;;;;;22;;792;5;In-18;;;;;;;;;;;;;;;;;;J. Martin;Alais;Alais;J. Martin;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3011;180;BELLES-LETTRES;Poétique et Poésie;Français;Les bords de la Bidassoa, poëme en un chant et en vers;un ancien volontaire royal du département de l'Aube;;Pseudonyme homme;"Armée et maintien de l'ordre;Contexte géographique";;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Desrolles;Château-Thierry;Paris;Delaunay;Reims;Doyen;Château-Thierry;Beauvarlet;;;;;;;;;;;;;;;
1823;29;1823/07/19;3012;198;BELLES-LETTRES;Mythologie et Fables;Français;Quelques fables ou Mes Loisirs. Troisième partie, deuxième livraison.;J. B. de Feraudy;;;;;;;;1;;24;;In-12;;;;;;;;;;;;;;;;;;Aucher-Eloy;Blois;Blois;Aucher-Eloy;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3013;178;BELLES-LETTRES;Poétique et Poésie;Français;L’Impiété, ou les Philosophistes, essai poétique en 8 chants, avec des notes. Troisième édition;F. P. A. M. C.....;;Anonyme;;;;;;14;;224;;In-8;;;;;;;;;;;;;;;;;;Théod. Pitrat;Lyon;Lyon;Théod. Pitrat;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3030;193;BELLES-LETTRES;Romans;Français;Appendice au cinquième supplément de la petite Bibliographie romancière, contenant le catalogue des romans publiés depuis le 10 mars jusqu'à ce jour, et qui se trouvent chez Pigoreau;;;Anonyme;;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;J.-L. Chanson;Paris;Paris;Pigoreau;;;;;;;;;;;;;;;;;"""Voyez n. 1119.""";;
1823;29;1823/07/19;3037;197;BELLES-LETTRES;Romans;Français;Elisabeth et Emilie, conte moral par Mme Taylor, auteur d'un grand nombre d'ouvrages pour la jeunesse.  Traduit de l'anglais sur la huitième édition. Par Mlle ***;Mme Taylor, auteur d'un grand nombre d'ouvrages pour la jeunesse;;"Femme;Anonyme femme";Métiers du livre;Mlle ***;;;;7;;252;;In-18;;1 planche;1;;;;;;;;;;;;;;;Dondey-Dupré;Paris;Paris;Dondey-Dupré;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3038;179;BELLES-LETTRES;Poétique et Poésie;Français;Eloge de M. de Malesherbes. Seconde édition;Honoré Dumont, employé des douanes;;;Administration;;;;;3;;48;;In-8;;;;;;;;;;;;;;;;;;Boulanger-Vion;Abbeville;;;;;;;;;;;;;;;;;;;"""En vers.""";;
1823;29;1823/07/19;3039;179;BELLES-LETTRES;Poétique et Poésie;Français;"Poëme philantropi-maçonique, dédié à la r∴ L∴ de l'amitié ,
O∴ de Boulogne";J... B... de Calais;;Anonyme;Contexte géographique;;;;;3 3/4;;60;;In-8;;;;;;;;;;;;;;;;;;P. Hesse;Boulogne;;;;;;;;;;;;;;;;;;;;La graphie maçonique est celle de la BdF (JBM).;
1823;29;1823/07/19;3040;188;BELLES-LETTRES;Théâtre;Français;"L’Orage, comédie vaudeville en un acte ; représentée sur le théâtre du Vaudeville, le 9 juin 1823.";"M. Dartois;M. Saintine;M. Raymond";;"Collectif;Pseudonyme homme";;;;;;2;;32;;In-8;;;;;1,5;;;;;;;;;;;;;Hocquet;Paris;Paris;Mme Huet;Paris;Barba;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3041;187;BELLES-LETTRES;Théâtre;Français;"Britannicus, tragédie en cinq actes et en vers ; représentée sur le Théâtre-Français, le 15 décembre 1669";Racine;;;;;;;;3;;48;;In-8;;;;;;;;;;;;;;;;;;Nouzou;Paris;Paris;Fages;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3042;190;BELLES-LETTRES;Théâtre;Français;"Le Marchand d’amour, comédie-vaudeville en un acte ; représentée au théâtre de la Gaîté , le 3 juin 1823.";"M. Carmouche;M. Dupin";;Collectif;;;;;;2 1/4;;36;;In-8;;;;;1;;;;;;;;;;;;;Hocquet;Paris;Paris;Quoy;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3043;180;BELLES-LETTRES;Poétique et Poésie;Français;Acrostiche des noms de S. A. R. Mgr duc d’Angoulême, généralissime des armées d'Espagne, etc., etc. ;F. de Tapies;;;;;;;;;;;;In-4;;;;;;;;;;;;;;;;;;Hardy;Paris;;;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3044;185;BELLES-LETTRES;Poétique et Poésie;Français;Les Lusiades, ou les Portugais, poëme de Camoens, en dix chants. Traduction nouvelle, avec des notes par J. B. J. Millié. (Prospectus.);;;Anonyme;;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris;F. Didot père et fils;Paris, rue du Grand-Chantier;chez l'auteur;;;;;;;;;;;;;;;"""L'ouvrage aura deux volumes in-8°. Prix, 14 fr.; pour les non souscripteurs, 10 fr.; papier-vélin, 24 fr. ; pour les non souscripteurs, 28 fr.
La souscription sera fermée le 1er septembre.""";;
1823;29;1823/07/19;3051;195;BELLES-LETTRES;Romans;Français;Charles et Ximénès, ou Mémoires de deux familles française et espagnole;J. Quantin;;;;;;;;24 1/4;;582;3;In-12;;3 gravures;3;;;;;;;;;;;;;;;Chassaignon;Paris;Paris;J. Brianchon;;;;;;;;;;;;;;;;;;;
1823;29;1823/07/19;3052;194;BELLES-LETTRES;Romans;Français;Le Renégat. Sixième édition, revue, corrigée, et ornée de gravures;M. le victome d'Arlincourt;;;Noblesse;;;;;24 5/6;;596;2;In-12;;;;;;;;;;;;;;;;;;Huzard-Courcier;Paris;Paris;Béchet aîné;Rouen;Béchet aîné;;;;;;;;;;;;;;;;;
