Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue;n° de notice
1833/06/15;24;1833;3284;204;BELLES-LETTRES;Introduction et Langues;Français;La langue française et l'orthographe enseignées par principes et en 24 leçons, ou Grammaire française, à l'aide de laquelle on peut seul, et sans le secours d'aucun maître, apprendre à parler et à écrire correctement cette langue. Quarantième édition, revue et augmentée d'un traité de syntaxe et de logique, etc.;M. Fournier;;;;;7 1/3;;176;;in-12;;;;;1,25;;;;;;;;;;;;;Pillet aîné;Paris;Paris, rue des Grands-Augustins, n. 7;Pillet aîné;Paris, rue de l'Hirondelle, n. 22;Mathiot;Paris, rue de la Muette, n. 15;chez l'auteur;;;;;;;;;;;;;;;;
1833/06/15;24;1833;3287;208;BELLES-LETTRES;Poétique et Poésie;Français;La Léviade. Poëme catholique français, apostolique romain, en deux chants.;;Anonyme;;;;2 1/4;;36;;in-8°;;;;;;;;;;;;;;;;;;Garnier fils;Chartres;Chartres;Garnier fils;;;;;;;;;;;;;;;;;Voyez n. 2281, 2286, 2288 et 3286. Le poème est divisé par stances de six vers, le premier et le quatrième sont à rimes féminines. La stance finit quelquefois au milieu d'une phrase.;;;
1833/06/15;24;1833;3289;214;BELLES-LETTRES;Polygraphes;Français;Lyon vu de Fourvières. (Prospectus.);;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Boitel;Lyon;Lyon;Boitel;;;;;;;;;;;;;;;;;On promet par mois une livraison de 2 à 3 feuilles in-8°. La première sera publiée en juillet. Prix de chacune : 1,25. On ne dit pas combien il y aura de livraisons. On annonce que la collection formera un fort volume.;;;
1833/06/15;24;1833;3290;229;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Machiavel, son génie et ses erreurs.;A. F. Artaud;;;;;65 1/4;;1044;2;in-8°;;un portrait et 2 fac-simile;3;;20,0;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Jacob, n. 24;F. Didot;;;;;;;;;;;;;;;;;;;;
1833/06/15;24;1833;3299;211;BELLES-LETTRES;Poétique et Poésie;Français;Némésis. Satire hebdomadaire. Deuxième édition.;Barthélemy;;;;;30 3/4;;492;;in-8°;;;;;6,50;;;;;;;;;;;;;Fournier;Paris;Paris, rue des Filles-St-Thomas, n. 1;Perrotin;;;;;;;;;;;;;;;;;Réimpression des 52 livraisons in-4°.;;;
1833/06/15;24;1833;3306;210;BELLES-LETTRES;Poétique et Poésie;Français;Nouvelles légendes françaises.;Edouard d'Anglemont;;;;;19 1/2;;312;;in-8°;;;;;8,0;;;;;;;;;;;;;Dupuy;Paris;Paris, rue Guénégaud, n. 25;Mame-Delaunay;;;;;;;;;;;;;;;;;En vers.;;;
1833/06/15;24;1833;3307;232;BELLES-LETTRES;Philosophie et Théologie;Français;Œuvres complètes de Buffon, augmentées d'articles supplémentaires sur divers animaux qui n'étaient point connus de Buffon. Par M. le baron Cuvier. Tome XLIX.;Buffon;;Noblesse;;M. le baron Cuvier;8 1/9;;292;;in-18;;;;;0,65;;;;;;;;;;;;;Dupont;Paris;Paris, rue St-Jacques, n. 131;Hiard;;;;;;;;;;;;;;;;;Tome L. In-18 de 6 feuilles 7/9. Prix de chaque volume : 0-65.;;;
1833/06/15;24;1833;3308;232;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire, avec des notes historiques, scientifiques et anecdotiques, mises en ordre, et précédées d'une préface, par M. F. Tissot, membre de l'académie, et professeur au collége de France. (Tome IV) Théâtre, tome III. (Tome X) La Henriade. (Tome XXIII) Essai sur les mœurs, tome II. (Tome XXXII) Histoire de Charles XII. (Tome LXV) Correspondance, tome V.;Voltaire;Pseudonyme;"Sociétés savantes;Enseignement";;M. F. Tissot, membre de l'académie, et professeur au collége de France;177 7/8;;2846;5;in-8°;;;;;;;;;;;;;;;;;;Rignoux;Paris;Paris, rue des Petits-Augustins, n. 5;Pourrat frères;;;;;;;;;;;;;;;;;"C'est la seconde livraison d'une édition qui aura 32 volumes, plus un volume de tables : voyez n. 2696. Cette édition est faite sur les clichés qui ont servi aux 2e, 3e, 4e et 5e éditions de MM. Baudouin, lesquelles 2e, 3e, 4e et 5e éditions, qui sont stéréotypés, en 75 volumes, sont loin de contenir tout ce que renferme la première édition Baudouin, qui est sur caractères mobiles, et en 95 volumes. Ainsi, dans le volume de Correspondance, qui fait partie de la livraison annoncée aujourd'hui, on ne trouve pas les Lettres à Pictet, des 16 janvier, 22 février et 27 mars 1757, à Palissot, du 10 février 1757; à Dupont, du 10 mars 1757, etc., etc. La Préface que M. Tissot a mise en tête du premier volume de ce tirage, a sept pages et trois lignes.";;;
1833/06/15;24;1833;3316;205;BELLES-LETTRES;Introduction et Langues;Français;Principes de prononciation tout en exemples, ou l'Art de parler purement la langue française. Par J. B. C. (Prospectus.);;Anonyme;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Lafargue;Bordeaux;Bordeaux;Lafargue;Paris;Belin-Leprieur;;;;;;;;;;;;;;;Cet ouvrage formera un volume in-8°, et coûtera aux souscripteurs 3-0.;;;
1833/06/15;24;1833;3325;218;BELLES-LETTRES;Théâtre;Français;Résumé chronologique des actes et faits, à l'appui du pourvoi formé par la société des propriétaires de la salle Ventadour, contre M. le ministre du commerce et des travaux publics, et relatif au privilège pour l'exploitation de l'Opéra-Comique.;;Anonyme;;;;2 1/4;;18;;in-4°;;;;;;;;;;;;;;;;;;Porthmann;Paris;;;;;;;;;;;;;;;;;;;;;;
1833/06/15;24;1833;3336;219;BELLES-LETTRES;Théâtre;Français;"La tour de Nesle. Drame en cinq actes et en neuf tableaux; représenté sur le théâtre de la Porte-Saint-Martin le 29 mai 1832. Nouvelle édition.";"M. Gaillardet;M. ***";"Collectif;Anonyme masculin";;;;6 3/4;;108;;in-8°;;;;;3,50;;;;;;;;;;;;;Marlin;Versailles;Paris, au Palais-Royal;Barba;;;;;;;;;;;;;;;;;;;;
1833/06/15;24;1833;3337;232;BELLES-LETTRES;Mythologie et Fables;Français;Traité élémentaire de mythologie, comparée avec l'histoire.;M. Bouchez;;;;;7 1/3;;176;;in-12;;;;;;;;;;;;;;;;;;Corne;Toulouse;Paris, rue Mazarine;Eymery et Fruger;Toulouse;Paya;;;;;;;;;;;;;;;(1832.);;;
1833/06/15;24;1833;3344;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Une raillerie de l'amour.;Mme Desbordes-Valmore;Nom féminin;Épouse;;;20 3/4;;332;;in-8°;;;;;7,50;;;;;;;;;;;;;Auffray;Paris;Paris, Palais-Royal;Charpentier;;;;;;;;;;;;;;;;;Vingt-trois chapitres ou articles en prose.;;;
1833/06/15;24;1833;3347;231;BELLES-LETTRES;Philologie, Critique, Mélanges;Allemand;Anecdoten und Parabeln (Anecdotes et paraboles.);;Anonyme;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Silbermann;Strasbourg;;;;;;;;;;;;;;;;;;;;;;
1833/06/15;24;1833;3350;221;BELLES-LETTRES;Théâtre;Allemand;"Das Volk: dramatische szenen zür darstellung durch volksfreunde. Von Harro Harring: erster stück, etc. (Le Peuple: scènes dramatiques pour être représentées par des amis du peuple. Première pièce; cependant chaque pièce formant un tout omplet.)";Harro Harring;;;;;5;;160;;in-16;;;;;1,50;;;;;;;;;;;;;Schuler;Strasbourg;Strasbourg;Schuler;;;;;;;;;;;;;;;;;;;;
1833/06/15;24;1833;3353;230;BELLES-LETTRES;Philologie, Critique, Mélanges;Allemand;Erliche schone denksprache fur die jugend zusammengetragen von Johann Jakob Haubs, pastor zu Graach. Dritte vermehrte auflage. (Choix de belles pensées et sentences pour la jeunesse, formé par Jean-Jacques Haubs, pasteur à Graach. Troisième édition, augmentée.);Johann Jakob Haubs, pastor zu Graach;;"Contexte géographique;Religion";;;0 1/2;;18;;in-18;;;;;;;;;;;;;;;;;;Collignon;Metz;;;;;;;;;;;;;;;;;;;;;;
1833/06/15;24;1833;3356;230;BELLES-LETTRES;Philologie, Critique, Mélanges;Allemand;Sammlung von Meisterstücken deutscher Prosaiker, etc. Von Ch. H. Bogner. (Recueil de morceaux choisis des prosateurs allemands. Par Ch. H. Bogner.);Deutscher Prosaiker (prosateurs allemands);"Compilation;Pseudonyme collectif";"Métiers du livre;Contexte géographique";;Ch. H. Bogner;;;;;;;;;;;;;;;;;;;;;;;Heitz;Strasbourg;;;;;;;;;;;;;;;;;;;;Pas d'indication de format ni de nombre de pages (JBM).;;
1833/06/15;24;1833;3361;221;BELLES-LETTRES;Théâtre;"Langues régionales;Français";Le mariage secret, ou l'Enfant du mystère. Dialogue entre Berniche lou rébénant, sa femme bête, et Pierrillot lou sentinelle.;J. E., ou Verdié cadet;"Pseudonyme masculin;Anonyme";Liens familiaux;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Duviella;Bordeaux;;;;;;;;;;;;;;;;;;;;;;
1833/06/15;24;1833;3362;227;BELLES-LETTRES;Romans et Contes;Italien;Ettore Fieramosca, o la Disfida di Barletta, racconto di Massimo d'Azeglio.;Massimo d'Azeglio;;;;;17;;408;;in-12;;;;;4,50;;;;;;;;;;;;;Crapelet;Paris;Paris, rue du Coq, n. 9;Baudry;;;;;;;;;;;;;;;;;;;;
1833/06/15;24;1833;3366;216;BELLES-LETTRES;Poétique et Poésie;Polonais;Poezye Stefana Garezynskiego. Tom. I.;Stefan Garezynski;;;;;4;;144;;in-18;;;;;;;;;;;;;;;;;;Pinard;Paris;;;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3378;219;BELLES-LETTRES;Théâtre;Français;Béatrix Cenci. Tragédie en cinq actes et en vers. Représentée sur le théâtre de la Porte-Saint-Martin le 21 mai 1833.;M. de Custine;;;;;7 1/2;;120;;in-8°;;;;;3,50;;;;;;;;;;;;;Fournier;Paris;Paris;Fournier jeune;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3380;230;BELLES-LETTRES;Polygraphes;Français;Cancans pénétrans.;Bérard, auteur;;Métiers du livre;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Herhan;Paris;Paris, rue St-Denis, n. 7;;;;;;;;;;;;;;;;;;Signé : Bérard, auteur.;;;
1833/06/29;26;1833;3385;212;BELLES-LETTRES;Poétique et Poésie;Français;Chansonnier lyrique.;;Compilation;;;;0 1/3;;12;;in-18;;;;;;;;;;;;;;;;;;Marchand-Dubreuil;Paris;;;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3386;212;BELLES-LETTRES;Poétique et Poésie;Français;Chansonnier lyrique, chanté par Aubert et son fils.;;"Collectif;Pseudonyme masculin;Compilation";Liens familiaux;;"Aubert;son fils";0 1/3;;12;;in-18;;;;;;;;;;;;;;;;;;Marchand-Dubreuil;Paris;;;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3387;213;BELLES-LETTRES;Poétique et Poésie;Français;Chansonnier polonais, pour l'an 1833, chanté par Rousseau.;;Compilation;;;Rousseau;0 1/2;;18;;in-18;;;;;;;;;;;;;;;;;;Marchand-Dubreuil;Paris;;;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3388;219;BELLES-LETTRES;Théâtre;Français;"La Chipie. Comédie-vaudeville en un acte; représentée sur le théâtre du Palais-Royal le 30 mai 1833.";"M. Bayard;M. Varner";Collectif;;;;2 1/2;;40;;in-8°;;;;;1,5;;;;;;;;;;;;;Duverger;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3395;219;BELLES-LETTRES;Théâtre;Français;"La consigne. Comédie-vaudeville en un acte; représentée sur le théâtre des Variétés le 10 juin 1833.";"M. Ancelot;M. Alexis Decomberousse";Collectif;;;;2 1/2;;40;;in-8°;;;;;1,5;;;;;;;;;;;;;Chassaignon;Paris;Paris, boulevart St-Martin, n. 12;Marchant;Paris;Barba;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3397;206;BELLES-LETTRES;Introduction et Langues;Français;Cours théorique et pratique de langue anglaise. Par Robertson. 44° et 45° leçons.;Robertson;;;;;1;;16;;in-8°;;;;;1,0;;;;;;;;;;;;;Fain;Paris;Paris, rue du Bouloy, n. 7;Lance;;;;;;;;;;;;;;;;;Prix de chaque feuille séparément : 1-0. Sans pagination. Fait partie d'une réimpression du Robertson's Magazine, ou Journal grammatical et littéraire de la langue anglaise. Cette réimpression, dans laquelle on supprime la partie littéraire, formera un volume in-8°, du prix, pour les souscripteurs, de 8-0.;;;
1833/06/29;26;1833;3400;211;BELLES-LETTRES;Poétique et Poésie;Français;Dialogue entre Napoléon et Louis XVIII.;M. P. L.;Anonyme;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Dupont;Périgueux;Périgueux;Dupont;;;;;;;;;;;;;;;;;En vers alexandrins.;;;
1833/06/29;26;1833;3403;228;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Dictionnaire philosophique. Tomes XII-XIV. (Fin de l'ouvrage.);Voltaire;Pseudonyme;;;;28 2/3;;1032;3;in-18;;;;;0,65;;;;;;;;;;;;;Marchand-Dubreuil;Paris;Paris, rue Saint-Jacques, n. 131;Hiard;;;;;;;;;;;;;;;;;Prix de chaque volume : 0-65. Livraisons 210 bis à 212 bis de la Bibliothèque des Amis des lettres.;;;
1833/06/29;26;1833;3406;224;BELLES-LETTRES;Romans et Contes;Français;L'écu de 5 francs. Capilotade.;M. Auguste Imbert;;;;;36 2/3;;880;4;in-12;;;;;12,0;;;;;;;;;;;;;Bellemain;Paris;Paris, quai des Augustins, n. 49;Lecointe et Pougin;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3408;217;BELLES-LETTRES;Théâtre;Français;"Les enfans d'Édouard. Tragédie en trois actes et en vers, par M. Casimir Delavigne; représentée, pour la première fois, sur le Théâtre-Français, par les comédiens ordinaires du roi, le 18 mai 1833. Troisième édition.";M. Casimir Delavigne;Pseudonyme collectif;"Beaux-Arts;Noblesse;Politique";;comédiens ordinaires du roi;12;;192;;in-8°;;;;;;;;;;;;;;;;;;Everat;Paris;Paris, rue de Chabannais, n. 2;Ladvocat;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3417;232;BELLES-LETTRES;Mythologie et Fables;Français;Fables dédiées à Mgr le duc de Montpensier. Suivies de quelques vers et d'un peu de prose.;P. Villiers;;;;;6;;144;;in-12;50;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris, rue des Fossés-du-Temple, passage du Jeu de boule, n. 2;chez l'auteur;;;;;;;;;;;;;;;;;Édition tirée à 50 exemplaires.;;;
1833/06/29;26;1833;3421;205;BELLES-LETTRES;Introduction et Langues;Français;Guide des professeurs et des pères de famille, ou Analyse grammaticale des thèmes cacographiques, pour apprendre l'orthographe sans maître, et l'enseigner sans la connaître.;A. F. Pitiot;;;;;5 1/2;;132;;in-12;;;;;;;;;;;;;;;;;;Perret;Lyon;Lyon;Périsse;;;;;;;;;;;;;;;;;Plus un tableau.;;;
1833/06/29;26;1833;3422;228;BELLES-LETTRES;Romans et Contes;Français;Heures du soir. Livres des femmes, Tome quatrième.;"Mme Alida de Savignac;Mme Virginie Prignot;Mme Isabelle de Montolieu;Mme Aimée Harelle";"Compilation;Nom féminin";Épouse;;;31;;496;;in-8°;;;;;7,50;;;;;;;;;;;;;Locquin;Paris;Paris, rue du Bac, n. 104;Urbain Canel;Paris, place du Louvre, n. 18;Adolphe Guyot;;;;;;;;;;;;;;;"Ce volume contient : le Rôle d'une femme; tout pardonner, par Mme Alida de Savignac; Teresa Bianchi, par Mme Virginie Prignot; Mina (ouvrage posthume), par Mme Isabelle de Montolicu; et Aurélie, par Mme Aimée Harelle.";;;
1833/06/29;26;1833;3424;224;BELLES-LETTRES;Romans et Contes;Français;Histoire abrégée de l'ancien et du nouveau Testament.;;Anonyme;;;;13;;312;;in-12;;;;;;;;;;;;;;;;;;Danicourt-Huet;Orléans;Orléans;Gatineau;;;;;;;;;;;;;;;;;;Cette notice est rangée avant la notice n° 3423 (JBM).;;
1833/06/29;26;1833;3427;231;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;L'homme du peuple devant une cour d'assises.;citoyen Vielbanc;;Politique;;;1 1/2;;24;;in-8°;;;;;;;;;;;;;;;;;;Sétier;Paris;Paris, rue de Grenelle-St-Honoré, n. 29;Rion;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3435;233;BELLES-LETTRES;Correspondance;Français;"Lettres de Napoléon à Joséphine, pendant la première campagne d'Italie, le consulat et l'empire ; et lettres de Joséphine à Napoléon et à sa fille.";"Napoléon;Joséphine";"Compilation;Collectif;Nom féminin";;;;47 1/2;;760;2;in-8°;;6 gravures;6;;15,0;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Jacob, n. 24;F. Didot;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3442;221;BELLES-LETTRES;Théâtre;Français;Mercure aux Champs-Élysées. Pièce épisodique en un acte, en vers, précédée d'un prologue, et suivie d'un épilogue.;l'auteur de la Fausse Mère et d'Astyanax;Pseudonyme;Métiers du livre;;;4 1/2;;72;;in-8°;;;;;1,25;;;;;;;;;;;;;Mme veuve Delaguette;Paris;Paris, rue du Coq;Hautecœur-Martinet;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3444;233;BELLES-LETTRES;Epistolaires;Français;Monsieur, j'ai l'honneur de vous faire part, etc.;O'reilly, condamné à la déportation;;Justice;;;0 1/8;;2;;in-8°;;;;;;;;;;;;;;;;;;Mie;Paris;;;;;;;;;;;;;;;;;;;Signé : O'reilly, condamné à la déportation. Contient une lettre du 20 juin et une du 31 mars. A défaut de titre, j'ai transcrit les premiers mots de la première lettre.;;;
1833/06/29;26;1833;3445;217;BELLES-LETTRES;Théâtre;Français;Moralité novvelle très frvctveuse de l'enfant de perdition, qui pendit son père et tua sa mère, et comment il se desespera : à sept personnages. Le contenu se voit à la page suivante, imprimé nouvellement.;;Anonyme;;;;2 1/2;;40;;petit in-8°;;;;;;;;;;;;;;;;;;Pinard;Paris;;;;;;;;;;;;;;;;;;;Porte pour adresse : A Lyon, par Pierre Rigavd, en rue Mercière, etc. 1608.;;;
1833/06/29;26;1833;3446;229;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Morceaux choisis de Buffon, ou Recueil de ce que ce grand naturaliste offre de plus remarquable sous le rapport de la pensée et du style. Troisième édition.;Buffon;;;;;9 8/9;;356;;in-18;;un titre gravé;1;;;;;;;;;;;;;;;Chambeau;Avignon;Paris, quai des Augustins, n. 39;Berquet;Paris, rue de Sorbonne, n. 12;Boiste fils aîné;;;;;;;;;;;;;;;Sans millésime. Les libraires de Paris, dont le titre gravé pour eux porte les adresses, demeurent présentement, l'un à Passy-lès-Paris, l'autre à Bruxelles.;;;
1833/06/29;26;1833;3449;214;BELLES-LETTRES;Poétique et Poésie;Français;Le nouveau poisson d'avril, ou l'Arrivée de Berthoumiou à Blaye, et sa rencontre avec un saint-simonien.;;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Duviella;Bordeaux;;;;;;;;;;;;;;;;;;;En vers.;;;
1833/06/29;26;1833;3450;205;BELLES-LETTRES;Grammaire;Français;"Nouveau traité d'analyse grammaticale raisonnée mise à la portée des commençans. Ouvrage théorique et pratique, calqué sur le système de la nouvelle école, admis dans les meilleures institutions de la capitale, contenant : 1° les règles sur l'art de l'analyse ; 2° des exercices adaptés à ces règles ; 3° un grand nombre de devoirs gradués sur l'orthographe française.";Ch. Martin, auteur du Manuel des écoles primaires, membre de l'académie grammaticale de Paris, maître de pension;;"Sociétés savantes;Contexte géographique;Enseignement;Métiers du livre";;;5 1/2;;132;;in-12;;;;;1,25;;;;;;;;;;;;;Aug. Delalain;Paris;Paris, rue des Mathurins-Saint-Jacques;Aug. Delalain;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3451;205;BELLES-LETTRES;Introduction et Langues;Français;"Nouveau traité de l'analyse logique raisonnée mise à la portée des commençans. Ouvrage théorique et pratique, calqué sur le système de la nouvelle école, admis dans les meilleures institutions de la capitale, contenant : 1° les règles sur l'art de l'analyse ; 2° des exercices adaptés à ces règles ; 3° un grand nombre de devoirs gradués sur l'orthographe française.";Ch. Martin, auteur du Manuel des écoles primaires, membre de l'académie grammaticale de Paris, maître de pension;;"Sociétés savantes;Contexte géographique;Enseignement;Méthodologie;Métiers du livre";;;2 11/12;;70;;in-12;;;;;1;;;;;;;;;;;;;Aug. Delalain;Paris;Paris, rue des Mathurins;Aug. Delalain;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3454;210;BELLES-LETTRES;Poétique et Poésie;;Nouvelles légendes françaises. Deuxième édition.;Edouard d'Anglemont;;;;;19 3/4;;;;in-18;;;;;8,0;;;;;;;;;;;;;Dupuy;Paris;Paris, rue Guénégaud, n. 25;Mame-Delaunay;;;;;;;;;;;;;;;;;En vers.;;;
1833/06/29;26;1833;3456;232;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire. (Tome LXXV) Politique et législation, tome III.;Voltaire;Pseudonyme;;;;10 2/3;;384;;in-18;;;;;;;;;;;;;;;;;;Hyssette;Nanci;Paris, quai des Augustins;Verdière;;;;;;;;;;;;;;;;;(1832.);;;
1833/06/29;26;1833;3457;209;BELLES-LETTRES;Poétique et Poésie;"Français;Latin;Anglais";Œuvres de J. Delille, avec les notes de MM. Parseval-Grandmaison, de Feletz, de Choiseul-Gouffier, Aimé-Martin, Descuret, etc. Deuxième (et dernière) livraison.;J. Delille;Compilation;;J. Delille;"M. Parseval-Grandmaison;M. de Feletz;M. de Choiseul-Gouffier;M. Aimé-Martin;M. Descuret;etc.";29 1/8;;466;;grand in-8°;;;;;5,0;;;;;;;;;;;;;F. Didot;Paris;Paris, rue de l'Eperon, n. 6;Lefèvre;;;;;;;;;;;;;;;;;"Prix de la livraison: 5-0. L'ouvrage entier: 10-0. Cette seconde et dernière livraison comprend la fin de l'Enéide (avec le texte latin au bas des pages); le Paradis perdu (avec le texte anglais au bas des pages); les Poésies fugitives, et quelques écrits en prose. La première livraison a été annoncée sous le n. 1712.";;;
1833/06/29;26;1833;3458;232;BELLES-LETTRES;Polygraphes;Français;Oeuvres du comte de Lacépède. Nouvelle édition, dirigée par M. A. G. Desmarest. Tome XI. Histoire naturelle des poissons, tome VII.;comte de Lacépède;;Noblesse;;M. A. G. Desmarest;34 1/4;;548;;in-8°;;;;;5,50;;;;;;;;;;;;;F. Didot;Paris;Paris, quai des Augustins;Ladrange;Paris;Verdière;;;;;;;;;;;;;;;Prix de chaque volume : 5-50. Chaque cahier de planches : 3-0. L'édition a été promise en 10 volumes de texte et 9 livraisons de planches.;;;
1833/06/29;26;1833;3458;232;BELLES-LETTRES;Polygraphes;Français;Oeuvres du comte de Lacépède. Nouvelle édition, dirigée par M. A. G. Desmarest. Planches. Neuvième livraison.;comte de Lacépède;;Noblesse;;M. A. G. Desmarest;0 1/4;;4;;in-8°;;16 planches;16;;3;;;;;;;;;;;;;F. Didot;Paris;Paris, quai des Augustins;Ladrange;Paris;Verdière;;;;;;;;;;;;;;;Prix de chaque volume : 5-50. Chaque cahier de planches : 3-0. L'édition a été promise en 10 volumes de texte et 9 livraisons de planches. In-8° d'un quart de feuille servant de couverture, plus 16 planches.;;;
1833/06/29;26;1833;3460;230;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Oraison funèbre de l'infortunée république, morte à la fleur de son âge dans les bras d'un bousingot.;;Anonyme;;;;0 1/4;;2;;in-4°;;;;;;;;;;;;;;;;;;Decourchant;Paris;;;;;;;;;;;;;;;;;;;En prose.;;;
1833/06/29;26;1833;3466;212;BELLES-LETTRES;Poétique et Poésie;Français;Recueil de chansons nouvelles.;;Compilation;;;;0 1/3;;12;;in-18;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;;;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3469;218;BELLES-LETTRES;Théâtre;Français;Répertoire du Gymnase-dramatique. Une Faute. Drame en deux actes, mêlée de couplets. Seconde édition.;M. Scribe;;;;;2 1/4;;144;;in-32;;;;;1;;;;;;;;;;;;;Dondey-Dupré;Paris;Paris, rue du Temple, n. 36;Pollet;;;;;;;;;;;;;;;;;Une Faute a été jouée le 17 août 1830.;;;
1833/06/29;26;1833;3470;220;BELLES-LETTRES;Théâtre;Français;"La république de Saint-Marin, ou le Secret d'état. Comédie en deux actes, mêlée de chants; représentée à Paris sur le théâtre des jeunes élèves de M. Comte, le 17 avril 1833.";M. Gustave Dalby;;;;;2 1/2;;90;;in-18;;;;;;;;;;;;;;;;;;Petit;Paris;Paris, rue de la Madeleine, n. 47;chez l'auteur;;;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3471;218;BELLES-LETTRES;Théâtre;Français;"La robe de chambre, ou les mœurs de ce tems-là. Comédie en un acte, mêlée de chants; représentée sur le théâtre national du Vaudeville le 10 juin 1833.";"M. Ancelot;M. Léon";"Collectif;Pseudonyme masculin";;;;2 3/4;;44;;in-8°;;;;;1,5;;;;;;;;;;;;;Chassaignon;Paris;Paris, boulevart St-Martin, n. 12;Marchant;Paris;Barba;;;;;;;;;;;;;;;;;;
1833/06/29;26;1833;3472;233;BELLES-LETTRES;Epistolaires;Français;Le secrétaire de l'académie des sciences, arts et belles-lettres de Caen, à M. le chevalier Joseph de Hammer.;Hébert;;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Pinard;Paris;;;;;;;;;;;;;;;;;;;"Signé : Hébert. Est suivi d'un extrait du procès-verbal ; le tout relatif à la traduction persane des Pensées de Marc-Aurèle.";;;
1833/06/29;26;1833;3474;215;BELLES-LETTRES;Poétique et Poésie;Français;Société des droits de l'homme et du citoyen. Du Gouvernement général.;A. Altaroche;;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Herhan;Paris;;;;;;;;;;;;;;;;;;;Idem. 6 juin 1830, deuil : in-8° d'un huitième de feuille. (En vers, par A. Altaroche.);;;
1833/06/29;26;1833;3474;215;BELLES-LETTRES;Poétique et Poésie;Français;Société des droits de l'homme et du citoyen. 6 juin ! deuil.;A. Altaroche;;;;;0 1/8;;2;;in-8°;;;;;;;;;;;;;;;;;;Herhan;Paris;;;;;;;;;;;;;;;;;;;Idem. 6 juin 1830, deuil : in-8° d'un huitième de feuille. (En vers, par A. Altaroche.);;;
